Provincias,Residencia,Periodo,total_overnight_stays,total_travelers,avg_stay
Sevilla,Residentes en el Extranjero,2023-08-01,405536,184065,2.2032216879906557
Sevilla,Residentes en el Extranjero,2023-09-01,412657,184693,2.2342860855581965
Sevilla,Residentes en el Extranjero,2023-10-01,444740,203897,2.181199331034787
Sevilla,Residentes en el Extranjero,2023-11-01,325719,144897,2.2479347398496863
Sevilla,Residentes en el Extranjero,2023-12-01,297606,135754,2.192244795733459
Sevilla,Residentes en el Extranjero,2024-01-01,298720,133008,2.245879947070853
Sevilla,Residentes en el Extranjero,2024-02-01,341924,149405,2.288571332954051
Sevilla,Residentes en el Extranjero,2024-03-01,426838,183089,2.331314278847992
Sevilla,Residentes en el Extranjero,2024-04-01,475792,209983,2.265859617207107
Sevilla,Residentes en el Extranjero,2024-05-01,509227,225471,2.2585033108470713
Sevilla,Residentes en el Extranjero,2024-06-01,392328,178860,2.1934921167393493
Sevilla,Residentes en el Extranjero,2024-07-01,373726,170877,2.1871053447801634
Sevilla,Residentes en el Extranjero,2024-08-01,453561,201781,2.247788443907008
Sevilla,Residentes en el Extranjero,2024-09-01,462865,205911,2.2478886509220004
Sevilla,Residentes en el Extranjero,2024-10-01,522031,231532,2.2546818582312596
Sevilla,Residentes en el Extranjero,2024-11-01,369678,160203,2.307559783524653
Sevilla,Residentes en el Extranjero,2024-12-01,296605,134349,2.207720191441693
Sevilla,Residentes en el Extranjero,2025-01-01,281111,128272,2.1915227017587626
Sevilla,Residentes en el Extranjero,2025-02-01,332103,140532,2.3631841858082145
Sevilla,Residentes en el Extranjero,2025-03-01,417464,171271,2.4374470867805993
Valencia,Residentes en España,2022-01-01,167843,98146,1.710135919955984
Valencia,Residentes en España,2022-02-01,230834,134112,1.721203173466953
Valencia,Residentes en España,2022-03-01,300837,158121,1.9025746105830346
Valencia,Residentes en España,2022-04-01,405591,187588,2.1621372369234706
Valencia,Residentes en España,2022-05-01,397184,185418,2.1421005511870477
Valencia,Residentes en España,2022-06-01,459584,208777,2.2013152789818804
Valencia,Residentes en España,2022-07-01,543356,216352,2.511444312971454
Valencia,Residentes en España,2022-08-01,559409,199207,2.8081794314456823
Valencia,Residentes en España,2022-09-01,425714,181953,2.339692118294285
Valencia,Residentes en España,2022-10-01,320077,165661,1.9321204145815853
Valencia,Residentes en España,2022-11-01,275285,148180,1.8577743285193684
Valencia,Residentes en España,2022-12-01,257729,140763,1.830942790363945
Valencia,Residentes en España,2023-01-01,226343,130482,1.7346683833785503
Valencia,Residentes en España,2023-02-01,246297,140086,1.758184258241366
Valencia,Residentes en España,2023-03-01,380411,189978,2.0023950141595344
Valencia,Residentes en España,2023-04-01,426191,194351,2.1928932704231006
Valencia,Residentes en España,2023-05-01,383981,178828,2.1472084908403604
Valencia,Residentes en España,2023-06-01,471584,212128,2.2231105747473223
Valencia,Residentes en España,2023-07-01,515682,195406,2.6390284842840037
Valencia,Residentes en España,2023-08-01,552250,199350,2.7702533233007274
Valencia,Residentes en España,2023-09-01,417289,176910,2.3587643434514725
Valencia,Residentes en España,2023-10-01,336173,169872,1.9789782895356505
Valencia,Residentes en España,2023-11-01,270731,148640,1.8213872443487622
Valencia,Residentes en España,2023-12-01,252626,141843,1.781025500024675
Valencia,Residentes en España,2024-01-01,221740,126627,1.7511273267154714
Valencia,Residentes en España,2024-02-01,262125,147544,1.776588678631459
Valencia,Residentes en España,2024-03-01,402680,189731,2.122373254765958
Valencia,Residentes en España,2024-04-01,340371,167355,2.033826297391772
Valencia,Residentes en España,2024-05-01,407571,187276,2.1763119673636773
Valencia,Residentes en España,2024-06-01,470858,205561,2.290599870598022
Valencia,Residentes en España,2024-07-01,533295,207490,2.570220251578389
Valencia,Residentes en España,2024-08-01,554563,200198,2.7700726280981827
Valencia,Residentes en España,2024-09-01,438688,180247,2.433815819403374
Valencia,Residentes en España,2024-10-01,294529,145459,2.0248248647385174
Valencia,Residentes en España,2024-11-01,353334,134480,2.627409280190363
Valencia,Residentes en España,2024-12-01,247137,121539,2.0333966874830303
Valencia,Residentes en España,2025-01-01,227710,124422,1.8301425792866213
Valencia,Residentes en España,2025-02-01,251882,144188,1.7468998807112937
Valencia,Residentes en España,2025-03-01,338487,163119,2.0750924171923564
Valencia,Residentes en el Extranjero,2022-01-01,126261,49897,2.530432691344169
Valencia,Residentes en el Extranjero,2022-02-01,162717,67378,2.4149870877734574
Valencia,Residentes en el Extranjero,2022-03-01,223419,88282,2.5307423936929387
Valencia,Residentes en el Extranjero,2022-04-01,313053,117070,2.674066797642436
Valencia,Residentes en el Extranjero,2022-05-01,362273,135221,2.6791178884936513
Valencia,Residentes en el Extranjero,2022-06-01,334960,126241,2.653337663675034
Valencia,Residentes en el Extranjero,2022-07-01,405103,155496,2.6052310027267582
Valencia,Residentes en el Extranjero,2022-08-01,469110,167917,2.7937016502200493
Valencia,Residentes en el Extranjero,2022-09-01,382052,137372,2.7811489968843723
Valencia,Residentes en el Extranjero,2022-10-01,349460,139364,2.507534226916564
Valencia,Residentes en el Extranjero,2022-11-01,238221,100210,2.3772178425306856
Valencia,Residentes en el Extranjero,2022-12-01,215711,84102,2.5648736058595514
Valencia,Residentes en el Extranjero,2023-01-01,202335,86743,2.3325801505596995
Valencia,Residentes en el Extranjero,2023-02-01,217805,89102,2.4444456914547374
Valencia,Residentes en el Extranjero,2023-03-01,281939,115034,2.450918858772189
Valencia,Residentes en el Extranjero,2023-04-01,366413,138949,2.637032292423839
Valencia,Residentes en el Extranjero,2023-05-01,366773,147446,2.487507290804769
Valencia,Residentes en el Extranjero,2023-06-01,352106,140700,2.502530206112296
Valencia,Residentes en el Extranjero,2023-07-01,416375,153777,2.707654590738537
Valencia,Residentes en el Extranjero,2023-08-01,465503,170230,2.734553251483287
Valencia,Residentes en el Extranjero,2023-09-01,382035,151029,2.5295473054843773
Valencia,Residentes en el Extranjero,2023-10-01,374783,150264,2.494163605387851
Valencia,Residentes en el Extranjero,2023-11-01,271515,115319,2.3544689079856744
Valencia,Residentes en el Extranjero,2023-12-01,236870,100896,2.347664922296226
Valencia,Residentes en el Extranjero,2024-01-01,230406,97240,2.3694570135746607
Valencia,Residentes en el Extranjero,2024-02-01,270590,109399,2.473422974615856
Valencia,Residentes en el Extranjero,2024-03-01,370463,137742,2.689542768364043
Valencia,Residentes en el Extranjero,2024-04-01,424641,156875,2.7068749003984065
Valencia,Residentes en el Extranjero,2024-05-01,444683,163233,2.724222430513438
Valencia,Residentes en el Extranjero,2024-06-01,384948,149168,2.5806339161214202
Valencia,Residentes en el Extranjero,2024-07-01,444263,170893,2.5996559250525184
Valencia,Residentes en el Extranjero,2024-08-01,497588,187066,2.659959586456117
Valencia,Residentes en el Extranjero,2024-09-01,419850,163007,2.575656260160607
Valencia,Residentes en el Extranjero,2024-10-01,423218,162902,2.597991430430566
Valencia,Residentes en el Extranjero,2024-11-01,191526,80142,2.3898330463427415
Valencia,Residentes en el Extranjero,2024-12-01,198573,82348,2.411388254723855
Valencia,Residentes en el Extranjero,2025-01-01,226385,90702,2.495920707371392
Valencia,Residentes en el Extranjero,2025-02-01,256398,105641,2.427069035696368
Valencia,Residentes en el Extranjero,2025-03-01,323560,125753,2.572980366273568
