Países,Periodo,total_overnight_stays,total_travelers,avg_stay,countries
Portugal,2025-01-01,187249,91656,2.042954089203107,Portugal
Portugal,2025-02-01,178380,91856,1.941952621494513,Portugal
Portugal,2025-03-01,262165,129151,2.0299107246556356,Portugal
Reino Unido,2022-03-01,2533178,481097,5.265420486928831,UK
Reino Unido,2022-04-01,3499739,710060,4.9287933414077685,UK
Reino Unido,2022-05-01,5562875,1117705,4.977051189714638,UK
Reino Unido,2022-06-01,6795442,1223994,5.551858914341083,UK
Reino Unido,2022-07-01,7004436,1246024,5.621429442771568,UK
Reino Unido,2022-08-01,7294732,1221354,5.9726598512798095,UK
Reino Unido,2022-09-01,6768744,1237605,5.4692280654974725,UK
Reino Unido,2022-10-01,5359407,957600,5.596707393483709,UK
Reino Unido,2022-11-01,2385127,448512,5.317866634560502,UK
Reino Unido,2022-12-01,2272697,416521,5.4563803505705595,UK
Reino Unido,2023-01-01,2120727,358996,5.907383369174029,UK
Reino Unido,2023-02-01,2358247,450143,5.238884087945387,UK
Reino Unido,2023-03-01,2958064,592671,4.991072618704138,UK
Reino Unido,2023-04-01,3816795,786934,4.850209801584377,UK
Reino Unido,2023-05-01,6286436,1214064,5.1780103849549945,UK
Reino Unido,2023-06-01,7098445,1313714,5.403341214297785,UK
Reino Unido,2023-07-01,7244055,1297386,5.583577285403111,UK
Reino Unido,2023-08-01,7488102,1285936,5.823075176369586,UK
Reino Unido,2023-09-01,7237750,1315229,5.5030340723934765,UK
Reino Unido,2023-10-01,6003348,1077224,5.5729801786815,UK
Reino Unido,2023-11-01,2749562,520064,5.286968526950529,UK
Reino Unido,2023-12-01,2475906,448005,5.526514213011016,UK
Reino Unido,2024-01-01,2453646,428802,5.722095512614214,UK
Reino Unido,2024-02-01,2669132,519513,5.137757861689698,UK
Reino Unido,2024-03-01,3429706,689776,4.972202570109717,UK
Reino Unido,2024-04-01,4126831,851335,4.847481896080861,UK
Reino Unido,2024-05-01,6559184,1325792,4.947370326567063,UK
Reino Unido,2024-06-01,7445114,1361291,5.469156851841377,UK
Reino Unido,2024-07-01,7265921,1276931,5.690143790071664,UK
Reino Unido,2024-08-01,7622795,1314030,5.801081406056178,UK
Reino Unido,2024-09-01,7286957,1350947,5.393962161357922,UK
Reino Unido,2024-10-01,6109605,1109754,5.505368757400289,UK
Reino Unido,2024-11-01,2814948,548127,5.135576244191584,UK
Reino Unido,2024-12-01,2484228,451447,5.502812068747827,UK
Reino Unido,2025-01-01,2595491,448225,5.7905984717496795,UK
Reino Unido,2025-02-01,2769732,540237,5.126883201261668,UK
Reino Unido,2025-03-01,3336834,685021,4.871141176693853,UK
República Checa,2022-03-01,70345,18604,3.7811760911631906,Czech Republic
República Checa,2022-04-01,88635,24940,3.5539294306335205,Czech Republic
República Checa,2022-05-01,115116,30983,3.715456863441242,Czech Republic
República Checa,2022-06-01,163427,35584,4.592710206834532,Czech Republic
República Checa,2022-07-01,246901,46140,5.351127004768097,Czech Republic
República Checa,2022-08-01,191819,37296,5.14315208065208,Czech Republic
República Checa,2022-09-01,200996,45378,4.429371060866499,Czech Republic
República Checa,2022-10-01,173943,34613,5.0253661918932195,Czech Republic
República Checa,2022-11-01,59534,17261,3.449046984531603,Czech Republic
República Checa,2022-12-01,44645,11432,3.905265920223933,Czech Republic
República Checa,2023-01-01,41228,11655,3.537365937365937,Czech Republic
República Checa,2023-02-01,60120,15854,3.792102939321307,Czech Republic
República Checa,2023-03-01,78385,20177,3.8848689101452147,Czech Republic
República Checa,2023-04-01,115556,32098,3.600099694685027,Czech Republic
República Checa,2023-05-01,155442,41073,3.7845299832006427,Czech Republic
República Checa,2023-06-01,210186,43253,4.859454835502739,Czech Republic
República Checa,2023-07-01,285777,52972,5.3948689873895646,Czech Republic
República Checa,2023-08-01,233771,45589,5.127793985391213,Czech Republic
República Checa,2023-09-01,234488,48620,4.822871246400658,Czech Republic
República Checa,2023-10-01,148694,35884,4.14374094303868,Czech Republic
República Checa,2023-11-01,75003,20033,3.743972445464983,Czech Republic
República Checa,2023-12-01,49777,13418,3.709718288865703,Czech Republic
República Checa,2024-01-01,45007,12552,3.5856437221159974,Czech Republic
República Checa,2024-02-01,80508,20461,3.934705048629099,Czech Republic
República Checa,2024-03-01,91955,24630,3.733455136012992,Czech Republic
República Checa,2024-04-01,103460,31043,3.3327964436426893,Czech Republic
República Checa,2024-05-01,143343,37658,3.806442190238462,Czech Republic
República Checa,2024-06-01,260008,50549,5.143682367603711,Czech Republic
República Checa,2024-07-01,296884,51964,5.713263028250327,Czech Republic
República Checa,2024-08-01,224651,42949,5.230645649491257,Czech Republic
República Checa,2024-09-01,258368,52216,4.9480618967366325,Czech Republic
República Checa,2024-10-01,170960,40070,4.266533566259047,Czech Republic
República Checa,2024-11-01,66894,18882,3.542739116619002,Czech Republic
República Checa,2024-12-01,50144,13343,3.7580753953383796,Czech Republic
República Checa,2025-01-01,49400,14089,3.5062814962027113,Czech Republic
República Checa,2025-02-01,76674,21061,3.6405678742699776,Czech Republic
República Checa,2025-03-01,99706,23914,4.169356862089153,Czech Republic
Resto de la U.E.,2022-03-01,275552,87395,3.152949253389782,Rest of the EU
Resto de la U.E.,2022-04-01,397777,130262,3.053668759883926,Rest of the EU
Resto de la U.E.,2022-05-01,403854,128803,3.1354393919396286,Rest of the EU
Resto de la U.E.,2022-06-01,533849,153453,3.478908851570188,Rest of the EU
Resto de la U.E.,2022-07-01,657433,165921,3.96232544403662,Rest of the EU
Resto de la U.E.,2022-08-01,638444,159498,4.002833891334061,Rest of the EU
Resto de la U.E.,2022-09-01,527439,146222,3.6071111050320743,Rest of the EU
Resto de la U.E.,2022-10-01,431750,135432,3.187946718648473,Rest of the EU
Resto de la U.E.,2022-11-01,273385,89332,3.0603255272466754,Rest of the EU
Resto de la U.E.,2022-12-01,245194,78208,3.135152414075286,Rest of the EU
Resto de la U.E.,2023-01-01,271388,83204,3.261718186625643,Rest of the EU
Resto de la U.E.,2023-02-01,287692,90488,3.1793386968437805,Rest of the EU
Resto de la U.E.,2023-03-01,338639,111632,3.033529812240218,Rest of the EU
Resto de la U.E.,2023-04-01,478929,152254,3.145592234029976,Rest of the EU
Resto de la U.E.,2023-05-01,498610,153557,3.247067864050483,Rest of the EU
Resto de la U.E.,2023-06-01,621157,168686,3.682326926953037,Rest of the EU
Resto de la U.E.,2023-07-01,761736,188440,4.042326469963914,Rest of the EU
Resto de la U.E.,2023-08-01,755455,187364,4.032017890309771,Rest of the EU
Resto de la U.E.,2023-09-01,654456,170612,3.8359318219117062,Rest of the EU
Resto de la U.E.,2023-10-01,535331,158421,3.3791669033777088,Rest of the EU
Resto de la U.E.,2023-11-01,334242,107369,3.1130214493941453,Rest of the EU
Resto de la U.E.,2023-12-01,283932,90674,3.1313496702472596,Rest of the EU
Resto de la U.E.,2024-01-01,285628,88373,3.2320731445124644,Rest of the EU
Resto de la U.E.,2024-02-01,312767,100351,3.116730276728682,Rest of the EU
Resto de la U.E.,2024-03-01,411370,132228,3.1110657349426747,Rest of the EU
Resto de la U.E.,2024-04-01,484844,156181,3.104372490891978,Rest of the EU
Resto de la U.E.,2024-05-01,601428,180422,3.3334515746416735,Rest of the EU
Resto de la U.E.,2024-06-01,701891,188167,3.7301492822864795,Rest of the EU
Resto de la U.E.,2024-07-01,827122,200158,4.132345447096793,Rest of the EU
Resto de la U.E.,2024-08-01,797521,191530,4.1639482065472775,Rest of the EU
Resto de la U.E.,2024-09-01,735809,186254,3.9505675045905053,Rest of the EU
Resto de la U.E.,2024-10-01,592696,175495,3.3772814040286048,Rest of the EU
Resto de la U.E.,2024-11-01,319089,105655,3.0201031659646964,Rest of the EU
Resto de la U.E.,2024-12-01,267692,88436,3.0269573476864626,Rest of the EU
Resto de la U.E.,2025-01-01,301337,90419,3.332673442528672,Rest of the EU
Resto de la U.E.,2025-02-01,318857,108544,2.9375829156839623,Rest of the EU
Resto de la U.E.,2025-03-01,380017,131470,2.890522552673614,Rest of the EU
Resto del Mundo,2022-03-01,308959,105146,2.9383809179616915,Rest of the World
Resto del Mundo,2022-04-01,393612,137188,2.8691430737382277,Rest of the World
Resto del Mundo,2022-05-01,500607,197101,2.5398501275995558,Rest of the World
Resto del Mundo,2022-06-01,570394,223122,2.556422047131166,Rest of the World
Resto del Mundo,2022-07-01,786180,277955,2.828443453076937,Rest of the World
Resto del Mundo,2022-08-01,740209,255421,2.8979958578190517,Rest of the World
Resto del Mundo,2022-09-01,638933,259103,2.465942115683724,Rest of the World
Resto del Mundo,2022-10-01,619268,253855,2.4394555947292744,Rest of the World
Resto del Mundo,2022-11-01,457672,183932,2.488267403170737,Rest of the World
Resto del Mundo,2022-12-01,431913,174620,2.473445195281182,Rest of the World
Resto del Mundo,2023-01-01,406918,168982,2.408055295830325,Rest of the World
Resto del Mundo,2023-02-01,397339,159677,2.488392191737069,Rest of the World
Resto del Mundo,2023-03-01,473051,199347,2.3730028543193527,Rest of the World
Resto del Mundo,2023-04-01,615635,264705,2.3257399746888043,Rest of the World
Resto del Mundo,2023-05-01,720766,323677,2.226806353247219,Rest of the World
Resto del Mundo,2023-06-01,779938,335588,2.3240938293383553,Rest of the World
Resto del Mundo,2023-07-01,954839,344249,2.7736870695339713,Rest of the World
Resto del Mundo,2023-08-01,861030,319399,2.6957817651276303,Rest of the World
Resto del Mundo,2023-09-01,822039,349814,2.3499316779774393,Rest of the World
Resto del Mundo,2023-10-01,721921,335662,2.1507379447181987,Rest of the World
Resto del Mundo,2023-11-01,469708,222631,2.1098050136773407,Rest of the World
Resto del Mundo,2023-12-01,460683,207736,2.2176368082566333,Rest of the World
Resto del Mundo,2024-01-01,470275,210846,2.2304193582045664,Rest of the World
Resto del Mundo,2024-02-01,471542,207281,2.274892537183823,Rest of the World
Resto del Mundo,2024-03-01,488906,228303,2.141478648988406,Rest of the World
Resto del Mundo,2024-04-01,651029,302110,2.1549402535500315,Rest of the World
Resto del Mundo,2024-05-01,776684,361937,2.1459093709678756,Rest of the World
Resto del Mundo,2024-06-01,779318,333640,2.335805059345402,Rest of the World
Resto del Mundo,2024-07-01,911953,334790,2.7239553152722604,Rest of the World
Resto del Mundo,2024-08-01,848218,313975,2.7015463014571224,Rest of the World
Resto del Mundo,2024-09-01,817645,353360,2.3139149875481095,Rest of the World
Resto del Mundo,2024-10-01,743778,336940,2.2074493975188463,Rest of the World
Resto del Mundo,2024-11-01,551584,245476,2.2469976698333034,Rest of the World
Resto del Mundo,2024-12-01,482536,204860,2.35544274138436,Rest of the World
Resto del Mundo,2025-01-01,521707,224389,2.325011475607093,Rest of the World
Resto del Mundo,2025-02-01,457887,196590,2.3291469555928583,Rest of the World
Resto del Mundo,2025-03-01,512196,229612,2.230702228106545,Rest of the World
Suecia,2022-03-01,273550,52984,5.162879359806734,Sweden
Suecia,2022-04-01,289229,63726,4.538634152465241,Sweden
Suecia,2022-05-01,286849,74242,3.863702486463188,Sweden
Suecia,2022-06-01,293062,71124,4.120437545694843,Sweden
Suecia,2022-07-01,363110,86411,4.2021270440106,Sweden
Suecia,2022-08-01,275004,62114,4.42740766976849,Sweden
Suecia,2022-09-01,306360,76613,3.998799159411588,Sweden
Suecia,2022-10-01,331756,82346,4.02880528501688,Sweden
Suecia,2022-11-01,419091,71640,5.849958123953098,Sweden
Suecia,2022-12-01,324140,56090,5.7789267249064,Sweden
Suecia,2023-01-01,356138,61837,5.759302682859777,Sweden
Suecia,2023-02-01,311636,56607,5.505255533767909,Sweden
Suecia,2023-03-01,371908,71971,5.16747023106529,Sweden
Suecia,2023-04-01,323088,71199,4.537816542367168,Sweden
Suecia,2023-05-01,300940,70640,4.2601925254813136,Sweden
Suecia,2023-06-01,299690,71439,4.195047523061633,Sweden
Suecia,2023-07-01,366800,85223,4.304002440655691,Sweden
Suecia,2023-08-01,289605,62714,4.617868418534936,Sweden
Suecia,2023-09-01,315575,77154,4.090196230914794,Sweden
Suecia,2023-10-01,378622,91634,4.131894275050746,Sweden
Suecia,2023-11-01,426545,74144,5.752926737160121,Sweden
Suecia,2023-12-01,323683,55338,5.849199465105353,Sweden
Suecia,2024-01-01,348892,61269,5.69442948309912,Sweden
Suecia,2024-02-01,331212,60098,5.51119837598589,Sweden
Suecia,2024-03-01,386929,73995,5.229123589431718,Sweden
Suecia,2024-04-01,326906,72550,4.505940730530669,Sweden
Suecia,2024-05-01,318792,78389,4.066795086045236,Sweden
Suecia,2024-06-01,331432,75837,4.370320555929164,Sweden
Suecia,2024-07-01,395390,91608,4.316107763514103,Sweden
Suecia,2024-08-01,298821,62786,4.759357181537285,Sweden
Suecia,2024-09-01,286960,71334,4.022766142372501,Sweden
Suecia,2024-10-01,414751,91644,4.5256754397451004,Sweden
Suecia,2024-11-01,391841,71165,5.506091477552167,Sweden
Suecia,2024-12-01,327963,55557,5.90318051730655,Sweden
Suecia,2025-01-01,297666,53882,5.5244051816933295,Sweden
Suecia,2025-02-01,316830,56546,5.603048845187988,Sweden
Suecia,2025-03-01,341626,65277,5.233481930848538,Sweden
Suiza,2022-03-01,160751,44190,3.637723466847703,Switzerland
Suiza,2022-04-01,339515,90789,3.7396050182290805,Switzerland
Suiza,2022-05-01,350045,100169,3.4945442202677475,Switzerland
Suiza,2022-06-01,381996,99416,3.8423996137442664,Switzerland
Suiza,2022-07-01,661885,148126,4.468391774570298,Switzerland
Suiza,2022-08-01,459603,98490,4.666494060310692,Switzerland
Suiza,2022-09-01,449136,112907,3.9779287378107644,Switzerland
Suiza,2022-10-01,500962,118941,4.211852935489024,Switzerland
Suiza,2022-11-01,169885,43220,3.93070337806571,Switzerland
Suiza,2022-12-01,133615,36804,3.6304477774154984,Switzerland
Suiza,2023-01-01,133371,32016,4.165760869565218,Switzerland
Suiza,2023-02-01,167744,41986,3.995236507407231,Switzerland
Suiza,2023-03-01,189149,55193,3.427046908122407,Switzerland
Suiza,2023-04-01,377899,108981,3.467567741165891,Switzerland
Suiza,2023-05-01,418745,112091,3.735759338394697,Switzerland
Suiza,2023-06-01,403316,101881,3.958696911102168,Switzerland
Suiza,2023-07-01,677205,148103,4.572527227672634,Switzerland
Suiza,2023-08-01,466034,98882,4.713031694342752,Switzerland
Suiza,2023-09-01,498617,127504,3.9105988831722924,Switzerland
Suiza,2023-10-01,556985,128628,4.330200267437883,Switzerland
Suiza,2023-11-01,197897,51337,3.854861016420905,Switzerland
Suiza,2023-12-01,153965,43965,3.5019902194927783,Switzerland
Suiza,2024-01-01,136162,35231,3.8648349464959835,Switzerland
Suiza,2024-02-01,173917,47455,3.6648825202823727,Switzerland
Suiza,2024-03-01,236051,67218,3.511723050373412,Switzerland
Suiza,2024-04-01,385186,108077,3.56399603986047,Switzerland
Suiza,2024-05-01,435703,121034,3.5998397144603995,Switzerland
Suiza,2024-06-01,422144,111420,3.7887632381978102,Switzerland
Suiza,2024-07-01,709281,154777,4.582599481835157,Switzerland
Suiza,2024-08-01,448985,98869,4.54121109751287,Switzerland
Suiza,2024-09-01,550779,138564,3.9749069022256864,Switzerland
Suiza,2024-10-01,580740,139166,4.173002026357013,Switzerland
Suiza,2024-11-01,190058,50757,3.744468743227535,Switzerland
Suiza,2024-12-01,159954,45866,3.487419875288885,Switzerland
Suiza,2025-01-01,134103,34333,3.9059505432091575,Switzerland
Suiza,2025-02-01,170494,47437,3.594114298964943,Switzerland
Suiza,2025-03-01,209555,64592,3.24428721823136,Switzerland
África,2022-03-01,129023,47245,2.7309344904222668,Africa
África,2022-04-01,80816,30760,2.6273081924577375,Africa
África,2022-05-01,150453,61115,2.461801521721345,Africa
África,2022-06-01,140150,58438,2.398268250111229,Africa
África,2022-07-01,226287,95908,2.3594173583017057,Africa
África,2022-08-01,275633,110101,2.503455917748249,Africa
África,2022-09-01,162012,67728,2.3920978029766125,Africa
África,2022-10-01,159849,64837,2.4653978438237427,Africa
África,2022-11-01,118308,49027,2.4131193016093175,Africa
África,2022-12-01,129053,55953,2.306453630725788,Africa
África,2023-01-01,136874,58152,2.35372816068235,Africa
África,2023-02-01,119220,50637,2.3544048818057943,Africa
África,2023-03-01,129576,54366,2.3834013905749916,Africa
África,2023-04-01,110000,44908,2.4494522134140913,Africa
África,2023-05-01,152833,64725,2.361266898416377,Africa
África,2023-06-01,152289,66615,2.2861067327178564,Africa
África,2023-07-01,251678,99238,2.536105121022189,Africa
África,2023-08-01,321296,116747,2.752070717020566,Africa
África,2023-09-01,187205,75960,2.4645208004212744,Africa
África,2023-10-01,188778,69680,2.7092135476463834,Africa
África,2023-11-01,140759,53364,2.637714564125628,Africa
África,2023-12-01,144946,56184,2.5798447956713657,Africa
África,2024-01-01,156419,61716,2.5344967269427703,Africa
África,2024-02-01,140255,56571,2.4792738328825723,Africa
África,2024-03-01,111547,42332,2.6350514976849664,Africa
África,2024-04-01,151094,60186,2.5104509354334894,Africa
África,2024-05-01,176451,71498,2.4679151864387814,Africa
África,2024-06-01,182391,73978,2.465476222660791,Africa
África,2024-07-01,293003,113402,2.583755136593711,Africa
África,2024-08-01,404200,141219,2.8622210892302027,Africa
África,2024-09-01,222639,83308,2.672480434051952,Africa
África,2024-10-01,188269,73391,2.5652872968075107,Africa
África,2024-11-01,158090,58187,2.716929898430921,Africa
África,2024-12-01,179831,67487,2.6646761598530087,Africa
África,2025-01-01,165119,64587,2.5565361450446686,Africa
África,2025-02-01,155350,61144,2.540723537877797,Africa
África,2025-03-01,119418,38275,3.12,Africa
