apartment_id,name,description,host_id,neighbourhood_name,neighbourhood_district,room_type,accommodates,bathrooms,bedrooms,beds,amenities_list,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review_date,last_review_date,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,is_instant_bookable,reviews_per_month,country,city,insert_date
14999976,Casa Rural 12pax. Ideal grupos.,"Lugares de inter�s: Incre�bles vistas alrededor, al lado del Golf de Pollen�a, cerca del pueblo de Pollen�a y a 15km de la playa. Ideal para excursiones.  Te va a encantar mi lugar debido a la tranquilidad, la cocina es amplia, las habitaciones son grandes con a/c y ba�o in suite. Adem�s dispone de piscina, pista de tenis, ping pong, jacuzzi, sauna, barbacoa y aparcamiento.  Mi alojamiento es ideal para parejas, aventureros, viajeros de negocios, familias con ni�os, grupos grandes, y mascotas.",94601800,Sa Pobla,,Entire home/apt,12,6.0,6.0,10.0,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Hot tub,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",5000.0,6,1125,VERDADERO,23,40,40,239,2,2017-01-09,2017-05-24,,,,,,,,VERDADERO,1.0,spain,mallorca,2018-09-18
15695052,Wonderful room in the heart of BCN,"Wonderful bedroom located in the heart of Barcelona, old quarter, new and modern building close to everything and near the subway station. The house is amazing in 70m2 plus a 50m2 terrace. We also have a parking in case you come with a car (extra 5� for that). Fiber internet connection, Netflix and central air condicioning. You will have your own toilet with shower. Elevator and the best neighborhood in town. You can use all of the house. Counting that you will have you own bedroom and your own toilet with shower. As we also leave in the house, it will be a pleasure to help you with getting around the city and letting you know what are the best places to visit, eat and party.",958218,el Raval,Ciutat Vella,Private room,1,1.0,1.0,1.0,"TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Doorman,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",350.0,3,10,,29,59,89,364,2,2016-10-26,2016-10-30,,,,,,,,VERDADERO,82.0,spain,barcelona,2017-01-04
15713525,Nice room in classic eixample flat with balcony,"Lugares de inter�s: Cervecer�a Catalana, Casa Batll�, Bar El Vel�dromo, y Rambla de Catalu�a. Te va a encantar mi lugar debido a la ubicaci�n, el ambiente, la gente, las zonas exteriores, y El vecindario. Mi alojamiento es bueno para parejas, aventureros, y viajeros de negocios.",3297768,l'Antiga Esquerra de l'Eixample,Eixample,Private room,1,2.0,1.0,1.0,"Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49",250.0,3,1125,,0,5,35,35,1,2016-11-10,2016-12-28,,,,,,,,VERDADERO,52.0,spain,barcelona,2017-01-04
16205517,Palma love,"Muy bonito y acogedor apartamento, muy cerca de centros comerciales, de la playa ,el puerto y del paseo mar�timo con muchos bares ,discotecas y restaurantes, ideal para viajadores solitarios, o con pareja. En invierno es ideal para descubrir la isla, sin muchos turistas y con precios m�s baratos. En verano es extraordinaria !! . Posibilidad de alquilarlo entero.   Cont�ctame y vienes a mallorca. A todo la apartamento Lo que haga falta Muy muy tranquilo Muy bien conectado, con autobuses y taxis 75mq m�s terrazas.",91247183,Palma de Mallorca,,Shared room,2,1.0,1.0,1.0,"TV,Kitchen,Smoking allowed,Pets allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Shampoo,Hangers,Hair dryer,Iron",470.0,1,8,VERDADERO,0,1,16,291,1,2017-06-05,2017-06-19,,,,,,,,FALSO,5.0,spain,mallorca,2018-12-18
16209983,"Bright, stylish, central, near the Sagrada Familia","Stylish two-bedroom, two-bathroom apartment in the central Eixample neighbourhood, very close to the Sagrada Familia, ideal for exploring the city on foot. Wi-Fi, TV with international channels and all modern comforts. The ceilings are high and the apartment is full of natural light. The furnishings are stylish and comfortable. The living room ceiling has the original Catalan Art Nouveau decorative mouldings. Two-bedroom, two-bathroom apartment, ideal for a four-person group. One of the bedrooms has a double bed and looks out onto the street. The other has two single beds and is interior.  The decoration is modern and fun, with tiled and wooden flooring. The bright living room is spacious, with a comfortable sofa and dining area. The well-equipped kitchen is separate. The bathroom is fully equipped. This pretty apartment located in the Eixample, near many famous modernista (Catalan Art Nouveau) buildings and close to Gaud�'s famous Sagrada Familia church. There is free Wi-Fi and TV wit",5878688,la Dreta de l'Eixample,Eixample,Entire home/apt,4,2.0,2.0,3.0,"TV,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,High chair,Crib,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed",1350.0,2,29,VERDADERO,5,29,53,317,2,2017-01-02,2017-02-12,1000.0,100.0,100.0,100.0,100.0,,,FALSO,22.0,spain,barcelona,2017-10-07
16234816,"Beautiful Atico in Gracia, with a 70sqm Terrace","This is a lovely bright 50 sqm studio. What makes it special, is that it is at the top of a building, which makes it feel like a house instead of a flat. It's L shaped structure allows the light in from all directions any time of the day.  Also being on the Attic gives us the privilege of enjoying a 70 sqm private Terrace just for yourselves, and also do some daily exercise as there is no lift in the building :) The place is great for two people as it is a studio and it has one double bed. However we have very often hosted friends over on our couch in the living room which opens and becomes a one and a half bed. So if you are thinking of coming as three people take into account that the apartment is a studio. The kitchen is fully equipped, you will also find a few things to make your mornings easier like a microwave, toaster, Espresso Machine and dishwasher.  There is wifi included which we will share with you the passwords when you book. We are looking for renting out our house as we",22118061,la Vila de Gr�cia,Gr�cia,Entire home/apt,3,1.0,1.0,1.0,"Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49",600.0,10,15,,4,16,30,57,1,2017-01-02,2017-01-02,600.0,,40.0,60.0,80.0,80.0,80.0,FALSO,24.0,spain,barcelona,2017-05-07
16281857,"CASA EN LA ESCALA, GIRONA HUTG13286","Lugares de inter�s: La casa esta muy cerca de la playa de Riells ( 5 minutos a pie) i en coche cerca de la playa de Ampuries i de Montgo. Ciudades como Gerona y Figueras se encuentran a 40 minutos en coche.. Te va a encantar mi espacio por la ubicaci�n, cerca de la playa. Mi alojamiento es bueno para familias (con hijos) y grupos grandes. Es una casa de dos plantas , en la parte de arriba tienen tres habitaciones,  una cocina , un lavabo completo y un salon comedor, tienen una terraza,  para poder comer fuera. La parte de abajo tienen dos habitaciones , un lavabo completo y una cocina salon completo, con salida al jardin si quieren comer fuera. Si necesitan informaci�n de la zona, restaurantes o lugares de inter�s,  no duden en contactar con migo. La casa se encuentra en una zona muy tranquila y muy cerca de la playa (5 minutos a pie) El coche lo pueden aparcar en la misma zona sin coste o entrar dentro de la parcela.",103665242,L'Escala,,Entire home/apt,10,2.0,5.0,7.0,"TV,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Free street parking,Indoor fireplace,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Iron,Bathtub,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,BBQ grill,Patio or balcony,Garden or backyard,Cleaning before checkout,Step-free access,Wide doorway,Well-lit path to entrance,Wide clearance to bed,Host greets you,Waterfront",1300.0,3,30,VERDADERO,27,49,79,282,1,2018-06-16,2018-06-16,,,,,,,,VERDADERO,12.0,spain,girona,2019-02-19
16867177,"Cerca de playa vista al mar Piscina privada, Wi-fi","Blanes. Vistas al mar,cerca playa treumal y Santa Cristina! Alojamiento ideal para familias.Internet WI-FI Gratis Situado en un entorno verde y Una vista sobria sobre el mediterr�neo . Disfruta de su propia 100% piscina privada, de agua salada! No compartida con nadie mas! Apartamento , �nica vivienda en alquiler, totalmente reformado, decorado con gusto.TODO EXTERIOR Internet WI-FI GRATIS.Terraza cubierta 50 m2 con vistas en el mar. .Cerca muy bonitas  playa  Santa Cristina,  playa Treumal . Con maravillosas vistas al mar.TODO EXTERIOR Internet WI-FI GRATIS. Apartamento , �nica vivienda en alquiler, totalmente reformado, decorado con gusto. Aparcamiento f�cil y gratuito en frente de la casa. Terraza grande 50 m2 cubierta con vistas en el mar.  La piscina est� abierta 01.04 hasta  30.10. Gran terraza solarium de 250 m2 alrededor de la piscina totalmente privada desbordamiento.El alojamiento es un apartamento independiente con entrada propia y privacidad total, parte de una casa habitad",15059649,Blanes,,Entire home/apt,4,1.0,1.0,2.0,"TV,Wifi,Pool,Kitchen,Free parking on premises,Heating,Family/kid friendly,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Hot water,Bed linens",700.0,4,60,VERDADERO,29,59,89,349,1,2018-10-19,2018-10-19,,,,,,,,FALSO,5.0,spain,girona,2020-04-30
17148426,Comfortable room near the beach,"????? ? ???? ?????? MERCADONA Carrer de Vene�uela, 139, CEM Bac de Roda, Bonpreu, Diagonal Mar centro comercial, Natural Science museum Museo Blau, beach, paintball field. . ??? ??????????, ???? ? ???? ????? ???? ???, ?????, ????????????, ????? ??????, ?????????? ???????, ????????????? ?????, ?????? ??????? ? ????, ?????? ? ????, ???? ??????? ?? ?????. ??? ????? ???????? ??? ?????: ????, ????-???????????????, ??????? ??????????????? ? ????? (? ??????). ?????????? ????????? ??????? ? ????? ????? ????????? ?? ?????, ???? ??????? ???? ? ?????????, ??? ????????, ???? ??????? ??????????? ??????? ? ???? ???????????. ?????? ??????????? ? ????? ?????? ?? ?????? ?????. ??????? ?????? ? ????? ? ???????? ? ????? ???????? ????????? ? 2017 ????, ?????? ????????? ?????? ???????????? ??? ?????? ?????? ? ?????????.  ????? ??????????? ????? ???????????? ??????????: ?????, ???????, ????????????? ????, ??????, ?????????, ???????????, ?????????? ???????. ???????? ? ??????? ???????-????????, ?????????? ???",113811640,el Bes�s i el Maresme,Sant Mart�,Private room,3,1.0,1.0,2.0,"TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Elevator in building,Buzzer/wireless intercom,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace",350.0,2,35,,22,44,70,329,1,2017-02-28,2017-02-28,,,,,,,,VERDADERO,75.0,spain,barcelona,2017-04-08
17635672,Apartamento para 4/6p sin balc�n,"El bloque de apartamentos Palbeach esta situado en el mismo centro de la poblaci�n de Palam�s justo al lado de la calle Mayor y a 200m de la Playa Grande. Apartamentos totalmente equipados con todo lo necesario para cocinar, vitro cer�mica, microondas, toallas y s�banas, nevera congelador. Apartamento sin balc�n. Ideal para todo tipo de p�blico ya sean familias, grupos deportivos u bien parejas. Admitimos mascotas con un precio suplementario. Wifi gratuito. Trapos de cocina incluidos Situaci�n privilegiada en el centro de Palam�s Lavadoras comunitarias con fichas, hay que pedirlas en recepci�n y son de pago",103097604,Palam�s,,Entire home/apt,6,1.0,2.0,4.0,"TV,Wifi,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Elevator,Heating,Family/kid friendly,Washer,Dryer,Safety card,Fire extinguisher,Lock on bedroom door,Hangers,Hair dryer,Private living room,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Stove",580.0,2,31,VERDADERO,0,0,0,0,1,2017-12-01,2017-12-01,,,,,,,,FALSO,3.0,spain,girona,2020-05-28
17649686,Spacious and sunny apartment for 5/6 persons.,"Spacious and sunny apartment for 5/6 persons, second floor of a house with two apartments in Grifeu area with a pleasant terrace and a nice panoramic view on the sea and the cost. It consists in 3 bed Spacious and sunny apartment for 5/6 persons, second floor of a house with two apartments in Grifeu area with a pleasant terrace and a nice panoramic view on the sea and the cost. It consists in 3 bedrooms, living/dining-room with fireplace, kitchen, bathroom with shower and WC. There is also a second separate WC. It is located in a quiet area, on the high part of Grifeu area, at 1000 m from Grifeu beach. Tourist registration code: HUTG 003231",98454076,Llan��,,Entire home/apt,6,1.0,3.0,6.0,"TV,Cable TV,Kitchen,Smoking allowed,Pets allowed,Family/kid friendly,Suitable for events,Washer,Iron,TV",710.0,1,1125,VERDADERO,7,7,7,7,1,2017-08-19,2017-08-19,200.0,,20.0,,,,,VERDADERO,7.0,spain,girona,2018-10-20
17731181,"Beautiful 18th Century townhouse in the historic centre of Begur, the jewel of the Costa B","Beautiful 18th Century townhouse in the historic centre of Begur, the jewel of the Costa Brava. It is in a very quiet street 3 minutes easy stroll from the main square, cafes and restaurants. Easy access by car, foot or bus to the Costa Brava's finest beaches and facilities.  The 1st floor consists of a new, modern, kitchen, large living dining room, two bedrooms (one double, one twin or double), refurbished bathroom with shower, lavatory and sink. The top floor has a bedroom (twin or double) with ensuite bathroom , plus studio with double sofa bed and access to a terrace with lovely views. relax on one of the loungers with an evening drink to watch the sun set. The walled garden is quiet and green, with a fantastic bbq and outside covered dining area with large table and chairs, large umbrellas, and loungers.  The house is comfortable year round and is a great place to relax and unwind or use as a base to explore Catalonia. Optional services (not included in the price): Cot Price: 30,",117908511,Begur,,Entire home/apt,8,3.0,4.0,7.0,"TV,Internet,Wifi,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,24-hour check-in,Hangers,Iron,TV",1250.0,1,1125,VERDADERO,0,0,0,57,1,2017-05-31,2017-05-31,,,,,,,,VERDADERO,5.0,spain,girona,2018-12-22
17750191,APARTAMENTO EXTERIOR CON VISTAS AL CANAL,Precioso apartamento con vistas directa al canal. Muy tranquilo y familiar.  Todo exterior y en perfecta ubicaci�n con respecto al sol. La comunidad dispone de 3 piscinas.  La playa est� a apenas 700 mts. caminando. El paseo mar�timo es ideal para hacer paseos. Se puede seguir por el camino de Ronda. Esta zona del litoral mediterr�neo tiene un encanto especial y muchos lugares para visitar. Seguro que disfruta de sus vacaciones.,71796009,Roses,,Entire home/apt,5,1.0,2.0,3.0,"TV,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers",1250.0,5,180,VERDADERO,30,60,90,365,1,2017-12-26,2017-12-26,,,,,,,,VERDADERO,1.0,spain,girona,2018-10-20
17756780,MAGNIFICA VILLA EN PUERTO DE MAH�N (CALA LLONGA),"Piscina privada, barbacoa y comedor exterior cubierto, preciosas vistas, totalmente equipada. Compuesto por sal�n/comedor, cocina con oficce, 4 dormitorios, 1 en suite con vestidor, 2 ba�os, aseo exterior y lavadero. El dormitorio principal (suite) tiene aire acondicionado y ventilador de techo, en las otras habitaciones hay ventilador de techo. Todas las estancias tienen mosquiteras en las ventanas. En el exterior, hay una terraza encantadora, piscina, aseo y barbacoa con comedor exterior.<br /><br /><b>The space</b><br />Magn�fica villa frente al mar en el puerto de Mah�n, en la exclusiva urbanizaci�n Cala Llonga, a pocos metros de pantal�n para amarrar embarcaciones o donde tomar el barco taxi. <br />A tan solo 3 km. de la playa Sa Mesquida y a 6 km. de Mah�n.<br />Cercana a peque�o supermercado y frente a parque infantil.<br /><br /><b>Other things to note</b><br />La cocina dispone de osmosis inversa, por lo que no ser� necesario comprar agua embotellada<br /><br /><b>License numb",121173662,Mah�n,,Entire home/apt,6,3.0,4.0,5.0,"Heating, Hair dryer, First aid kit, Washer, Air conditioning, Long term stays allowed, Free parking on premises, Fire extinguisher, Childrenu2019s books and toys, Kitchen, Dryer, Essentials, Bathtub, Iron, Dedicated workspace, Wifi, Room-darkening shades, Pool, Hangers, Host greets you, Free street parking, TV, Hot water, Shampoo]",3750.0,7,62,VERDADERO,0,0,0,31,1,2017-08-05,2017-08-05,1000.0,100.0,100.0,,100.0,,,VERDADERO,2.0,spain,menorca,2021-01-31
17798209,Amazing room in Gr�cia,"Hermosa habitaci�n doble en la zona de Gracia, al lado de Plaza del Sol, entre las paradas de metro Diagonal y Fontana. El barrio es uno de los mas miticos en Barcelona, el piso posee una bonita vista es luminoso y tranquilo, las habitaciones son espaciosas equipadas con todo lo necesario par auna c�moda estancia<br /><br /><b>The space</b><br />Gr�cia es uno de los barrios mas emblematicos en Barcelona, con muchas accesibilidades y muy cerca del centro<br /><br /><b>Guest access</b><br />Acceso a todas las areas comunes<br /><br /><b>License number</b><br />Exempt",42772220,la Vila de Gr�cia,Gr�cia,Private room,2,1.0,1.0,1.0,"Smoke alarm, Heating, Refrigerator, Kitchen, Coffee maker, Washer, TV, First aid kit, Oven, Ethernet connection, Cooking basics, Free street parking, Iron, Hangers, Dedicated workspace, Long term stays allowed, Hot water, Dryer, Air conditioning, Microwave, Breakfast, Essentials, Hair dryer, Lock on bedroom door, Shampoo, Fire extinguisher, Cable TV, Wifi]",400.0,1,1125,VERDADERO,30,60,90,365,1,2019-10-28,2019-10-28,,,,,,,,FALSO,6.0,spain,barcelona,2021-02-09
18178306,Apartment Platja D'Aro,"The apartment is very bright in front of the beach with sea views, completely renewed. 3 bedrooms, living room, kitchen, big terrace with BBQ and sea view",125413888,Castell-Platja d'Aro,,Entire home/apt,7,2.0,3.0,4.0,"TV,Air conditioning,Kitchen,Free parking on premises,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Bathtub,Children�s books and toys,Room-darkening shades,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Beach essentials,Host greets you,Waterfront",1000.0,6,1125,VERDADERO,30,60,90,180,1,2018-06-06,2018-06-06,,,,,,,,VERDADERO,35.0,spain,girona,2018-08-30
18534571,5- VILLA GARGAL 2,"House 6/8 two floors connected by external staircase: GROUND FLOOR: living-dining room that opens onto the terrace and garden, kitchen, 2 bedrooms, bathroom, terrace, garden, parking. 1st FLOOR: two bedrooms, bathroom, terrace. House 6/8 two floors connected by external staircase: GROUND FLOOR: living-dining room that opens onto the terrace and garden, kitchen, 2 bedrooms, bathroom, terrace, garden, parking. 1st FLOOR: two bedrooms, bathroom, terrace. Equipped with 1 double bed, 6 single beds, freezer, microwave, washing machine, dishwasher, coffee maker, cooking utensils, cutlery, crockery, iron, ironing board, balcony furniture. It is located in a privileged area, 100 m from the supermarket, 150 meters from the beach, bars, restaurants. family friendly and safe for children. Its beach of fine sand and gentle slope is famous for its extraordinary beauty, its facilities, its promenade, its paths, the purity of its waters and its family atmosphere. The area is surrounded by pine forests",128662740,Palam�s,,Entire home/apt,8,2.0,4.0,8.0,"TV,Cable TV,Kitchen,Free parking on premises,Washer,Essentials,24-hour check-in,Iron",1090.0,1,1125,VERDADERO,0,0,0,0,1,2017-12-18,2017-12-18,,,,,,,,VERDADERO,1.0,spain,girona,2018-09-28
18819497,Bohemian duplex penthouse in Barcelona,"Beautiful penthouse in the bohemian neighbourhood of Gracia, popular with artists and a favorite spot for international restaurants. The apartment has been renovated with a classical chic decoration, it boasts very spacious rooms and a bathtub in the main bedroom with terrace views. It has a living and dining-room with an integrated kitchen and is fully equipped for your comfort. A 15 sqm terrace completes the amenities. You'll love this place because it's luminous, cosy, with comfortable spacious rooms and a quiet terrace (and a bathtub in the main bedroom with a view!). It's located in the hip neighbourhood of Gracia, just 10 min away from famous Passeig de Gracia and Avenida Diagonal (one of the main city arteries). The apartment is 90m2, with two bedrooms and two full bathrooms, plus a lavatory. One bedroom is equipped with a double bed, ensuite bathroom with shower, TV and romantic bathtub in the middle of the room. The other one is an attic bedroom with twin beds (which can be tu",131028869,la Vila de Gr�cia,Gr�cia,Entire home/apt,6,3.0,2.0,4.0,"TV,Internet,Wireless Internet,Air conditioning,Kitchen,Paid parking off premises,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private living room,High chair,Children�s books and toys",1500.0,1,365,,6,19,32,279,24,2016-09-05,,980.0,100.0,100.0,100.0,100.0,100.0,100.0,VERDADERO,214.0,spain,barcelona,2017-08-06
18918137,210 Centric Apartment MACBA,"Enjoy all of the comforts of home in this amazing 2 bedroom apartment located in the very heart of Barcelona, ideal for business trip or if you want to explore the sights of the city centre. Enjoy all of the comforts of home in this amazing apartment located in the heart of the city and just a few steps away from the main tourist attractions of Barcelona. The apartment boasts three double bedrooms, one with double bed and the other two with two individual beds, two complete bathrooms with shower, a dinning / living room and fully equipped kitchen. In the open living / dinning room guests can enjoy a comfortable sofa- bed, an elegant table with chairs and plasma TV. Moreover, among other facilities you will find air conditioning, heating, free Wi-Fi connection, safe box, microwave and fridge. Fresh bed linen and towels are provided for each guest.  Recently renovated (February 2017) with new design furniture gives a very modern and fresh touch to the apartment. To relax and unwind, sun",128959838,el Raval,Ciutat Vella,Entire home/apt,8,2.0,3.0,6.0,"TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hair dryer,Iron",3390.0,1,1125,,23,35,61,324,2,2017-03-03,,1000.0,100.0,100.0,90.0,90.0,90.0,80.0,VERDADERO,38.0,spain,barcelona,2017-08-06
18918176,963 Las Ramblas Cozy Flat IX,"Modern, completely renovated three bedroom apartment in a building full of history, right at Barcelona�s central square, Plaza Catalunya. HUTB (Phone number hidden by Airbnb) This beautiful city center apartment could not be better located, right at Barcelona�s central square, Plaza Catalunya. A similar apartment is almost impossible to find in this sought- after zone of the city.   New throughout and with hardwood floor finishes, the apartment has 3 bedrooms, 1 double with built in wardrobes and 2 twin rooms. The clean lines and neutral tones create a light airy space. There are two complete bathrooms. Fresh bed linen and towels are provided for each guest. There is also a double sofa bed in the living area for the 7th and 8th guests. The fully fitted kitchen is totally equipped and includes dishwasher, microwave, fan oven and ceramic hob. Other facilities include Wifi, hot/cold AC, washing machine and dryer. The living/dining area is complete with dining table, comfy sofa and satelli",128959838,la Dreta de l'Eixample,Eixample,Entire home/apt,8,2.0,3.0,6.0,"TV,Wifi,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hair dryer,Iron,High chair,Crib,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Oven",1920.0,1,1125,VERDADERO,9,33,61,330,2,2015-08-26,2016-09-01,,,,,,,,VERDADERO,5.0,spain,barcelona,2019-02-06
18965530,Casa,Cuarto completo! Armario y ventana,92341350,el Guinard�,Horta-Guinard�,Private room,1,1.0,1.0,1.0,"TV,Cable TV,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Washer,Dryer,Essentials,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",250.0,1,3,,30,56,86,361,1,2017-05-29,2017-05-29,600.0,60.0,60.0,60.0,80.0,,,FALSO,10.0,spain,barcelona,2017-06-05
19025123,Can Perla,"Village house, from 1869 rehabilitated in 2015. The house consists of 4 double rooms with complete bathroom each. The house has 400m2 built with dining table for 10/14 diners, in the patio there is a summer dining table The house has two living areas, one of which is very spacious. Next to the living room there is a porch with comfortable armchairs. Spacious garden with lawn and parking for vehicles.  Located 10 minutes from the main beaches of the area, next to the Gabarras.",78778460,Torrent,,Entire home/apt,8,5.0,4.0,8.0,"TV,Wifi,Pool,Kitchen,Free parking on premises,Indoor fireplace,Heating,Washer,Dryer,First aid kit,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50",4000.0,2,1124,VERDADERO,1,31,61,336,1,2017-08-06,2017-08-06,1000.0,100.0,100.0,,100.0,,,FALSO,8.0,spain,girona,2018-07-31
19154451,PISO a 30 metros del mar - capacidad  7 personas,"Piso muy iluminado, a 30 metros del mar con piscina, parking y dos pistas de tenis. Parque con pista de ping pong, jard�n, piscina y dos pistas de tenis. Est� delante del paseo mar�timo, y al lado de las calas (Torre Valentina). Es un sitio id�lico en d�nde tambi�n hay muchos restaurantes y ocio. Normalmente el anfitri�n est� ausente, aunque pueda coincidir que necesite de una habitaci�n.",56124554,Calonge,,Entire home/apt,5,1.0,2.0,7.0,"TV,Wifi,Pool,Kitchen,Free parking on premises,Smoking allowed,Family/kid friendly,Washer,Essentials,translation missing: en.hosting_amenity_50",700.0,3,1125,VERDADERO,27,57,87,214,3,2018-05-11,2018-05-13,,,,,,,,FALSO,45.0,spain,girona,2018-11-26
19322427,Modern apartment in Triana,"Modern apartment in Triana�s quarter, near the downtown, available for 4 guests. The apartment has a bedroom with a double bed, a bathroom, a living-dining room and a full-equipped kitchen. It�s a spacious apartment, with modern decorations and furniture which include a dining table, a sofa-bed and TV. Triana�s quarter is situated on the west side of the Guadalquivir River, very near to Seville�s downtown, where you can go on foot in less than five minutes walking through the famous Triana�s bridge. The apartment has an exceptional location not only for visiting the city center, but also the most emblematic places in Triana, like Betis Street and its spectacular views of the river, the Sailor�s Chapel and Santa Ana�s Church. The district counts with commercial of all types, banks, parking, bus stops and underground stops. In addition, the place is an obliged step for a great number of �procesiones� during Easter.",115669804,Triana Este,Triana,Private room,4,1.0,1.0,2.0,"TV,Wifi,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Bed linens",500.0,2,1125,VERDADERO,0,0,0,0,1,2018-02-24,2018-02-24,,,,,,,,VERDADERO,9.0,spain,sevilla,2019-01-29
19402970,Villa Oliver,In kurzer Entfernung der sch�nsten Str�nde der Cala Mondrag� liegt eine kleine Wohnsiedlung. Dort befindet sich dieses gem�tliche mediterrane Haus mit Pool und einem wundersch�nen Garten. Man betritt das Haus durch einen begr�nten Innenhof mit eigenem Parkplatz.,2221389,Santany�,,Entire home/apt,8,2.0,3.0,6.0,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron,Private entrance",2500.0,7,1125,VERDADERO,0,0,26,301,1,2019-03-30,2019-03-30,,,,,,,,FALSO,16.0,spain,mallorca,2019-09-28
19402970,Villa Oliver,In kurzer Entfernung der sch�nsten Str�nde der Cala Mondrag� liegt eine kleine Wohnsiedlung. Dort befindet sich dieses gem�tliche mediterrane Haus mit Pool und einem wundersch�nen Garten. Man betritt das Haus durch einen begr�nten Innenhof mit eigenem Parkplatz.,2221389,Santany�,,Entire home/apt,7,2.0,3.0,4.0,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Essentials,Hair dryer,Iron,Private entrance",2500.0,7,1125,VERDADERO,29,49,79,354,1,2019-03-30,2019-03-30,,,,,,,,FALSO,7.0,spain,mallorca,2020-06-25
