apartment_id,name,description,host_id,neighbourhood_name,neighbourhood_district,room_type,accommodates,bathrooms,bedrooms,beds,amenities_list,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review_date,last_review_date,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,is_instant_bookable,reviews_per_month,country,city,insert_date
19410032,Alquilo habitaci�n c�ntrica. Raval. Parejas o uno,"El piso esta ubicado a 5 calles de Plaza Catalunya. Es totalmente c�ntrico. A menos de dos calles la estaci�n L1 de Universitat. En el piso viven dos j�venes una catalana y un escoses muy simp�ticos. En la misma calle del piso hay varios bares y movimiento para salir a tomar algo por la noche. Es un cuarto sin ascensor. Tienen acceso a todo el piso la cocina esta muy completa. Tiene horno y microondas. Tambi�n hay lavadora. Viajo por unos d�as de vacaciones aunque ac� en Espa�a y por supuesto que pueden ponerse en contacto conmigo por cualquier situaci�n. El barrio del raval es de los mas c�ntricos de Barcelona con acceso muchas lineas de colectivos y dos de metro. Sobre la misma calle hay bares, sitios interesantes y diferentes para comer, locales de ropa, decoraci�n, etc. A una cuadra se encuentra el museo de arte contempor�neo de Barcelona. L1, L2. Mismo el A1, A2, buses que vienen desde el aeropuerto te dejan a dos calles del piso.",45072553,el Raval,Ciutat Vella,Private room,2,1.0,1.0,1.0,"TV,Wifi,Laptop-friendly workspace",500.0,3,21,VERDADERO,0,0,0,0,1,2017-06-21,2017-06-21,,,,,,,,FALSO,3.0,spain,barcelona,2020-06-13
19426007,"Apartment first line, spectacular sea views.","Its unique location provides access to the beach  two  minutes walk but with the advantages of tranquility. Its high construction offers exceptional  sea views and the possibility to enjoy a quiet residential area. The lift of the communal area communicates directly with service areas and the beach. In a few minutes you can go down to buy the press and breakfast. Ideal for families with children who can already move with a certain autonomy. Two bedrooms and two bathrooms. The master bedroom with bathroom  and sea view, lounge with a terrace of 20 m2 and again an exceptional sea view kitchen with breakfast bar, a second bathroom and a second bedroom. Sa Calma is a new building beachfront with community garden and pool. Next to the garden and the pool there is an elevator that connects the apartments to the street below with direct access to all the services and the beach. The distance from the apartments to the beach is 100 meters. In the entrance of the building there are parking place",37865833,Begur,,Entire home/apt,4,2.0,2.0,3.0,"TV,Air conditioning,Pool,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Elevator,Family/kid friendly,Washer,Hangers,Iron,Hot water,Host greets you",1050.0,4,1125,VERDADERO,19,49,52,52,1,2017-06-26,2017-06-26,,,,,,,,VERDADERO,7.0,spain,girona,2018-08-30
19465905,Double Room Private bathroom!,"Double Room with private bathroom. There is a fully equipped kitchen, common area with TV. Wifi is free and the location is excellent. I have maps and tourist information. Places of interest: The apartment is located one street from Paseo de Gracia. 3 blocks from Plaza Catalu�a and 15 minutes walking to the Sagrada Familia",8557414,la Dreta de l'Eixample,Eixample,Private room,2,1.0,1.0,1.0,"TV,Wireless Internet,Kitchen,Breakfast,Elevator,Heating,Family/kid friendly,First aid kit,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace",890.0,2,1125,VERDADERO,22,44,74,338,1,2017-07-13,2017-07-13,1000.0,100.0,100.0,,,,,VERDADERO,24.0,spain,barcelona,2017-11-13
19517544,V006 Can Pedro,"The modern chalet Can Pedro is ideally located in a quiet residential area only about 450 m from the beach Cala Santanyi in the southeast of Mallorca. In this well-equipped holiday house situated in a beautiful neighbourhood, all guests will find the desired relaxation during their vacation. The modern chalet Can Pedro is ideally located in a quiet residential area only about 450 m from the beach Cala Santanyi in the southeast of Mallorca. In this well-equipped holiday house situated in a beautiful neighbourhood, all guests will find the desired relaxation during their vacation. The cozy village of Cala Santanyi offers its beautiful turquoise beach and much more, such as a small supermarket, beach bars, restaurants, and a diving school. With a car, you reach the village Santanyi in 5 minutes. twice a week, every Wednesday and Saturday, a colourful farmers market takes place in the center of the village. Visit the market and try the fresh fruits and vegetables from the farmers in the re",133518187,Santany�,,Entire home/apt,7,3.0,4.0,4.0,"TV,Cable TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hair dryer,Iron,Bathtub,High chair,Crib",2010.0,1,1125,VERDADERO,30,60,84,263,1,2019-04-16,2019-04-16,,,,,,,,VERDADERO,12.0,spain,mallorca,2019-12-31
19550672,Si�ntete como en casa,"Apartamento perfectamente iluminado, moderno, completamente equipado para vivir y por supuesto, para viajes de verano o negocios. Privacidad en las habitaciones. En este caso, el ba�o es compartido, a excepci�n que en la habitaci�n contigua no haya hu�sped, por lo que el ba�o ser�a privado. Cama de 105x190cm.  El apartamento est� a 15 minutos de la playa en autob�s o tranv�a y a 10 minutos del centro en autob�s. Parada de metro a 5 minutos caminando. English and italian spoken",2644157,CIUTAT JARDI,ALGIROS,Private room,1,1.0,1.0,1.0,"TV,Wifi,Air conditioning,Kitchen,Elevator,Free street parking,Heating,Washer,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,Private living room,Hot water,Long term stays allowed,Host greets you",350.0,2,1125,VERDADERO,28,58,60,333,1,2018-08-17,2018-08-17,,,,,,,,FALSO,9.0,spain,valencia,2019-07-01
19560747,Centric Apartment PICASSO 2,"Condiciones: Es importante saber que hay un impuesto tur�stico de 2,25 � por persona y por noche se le solicitar� en el momento del check-in. Este apartamento est� situado en un edificio tranquilo en el que todos los vecinos viven all� durante todo el a�o. Nosotros, por lo tanto, requerimos que usted se comporte de una manera adecuada, por ejemplo evitando ruidos (especialmente por la noche a partir de las 22:00) y manteniendo las partes comunes limpias. Est� terminantemente prohibido realizar fiestas durante su estancia, as� como el alquiler a grupos de j�venes (m�nimo 25 a�os), adem�s cabe destacar que todos nuestros apartamentos son no fumadores.  Al realizar la reserva, le pedimos detalles de su llegada a Barcelona. Es muy importante para coordinarlo de la manera m�s eficaz. Cualquier viaje que nuestro agente tenga que hacer debido a un fallo en su nombre (la p�rdida de llaves, queja de los vecinos por el ruido o el uso inadecuado de las instalaciones, etc ...) ser� tambi�n con car",137440438,Sant Antoni,Eixample,Entire home/apt,6,1.0,3.0,4.0,"TV,Wireless Internet,Air conditioning,Kitchen,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron",800.0,3,372,VERDADERO,6,20,47,78,1,2017-08-07,2017-08-07,600.0,,80.0,,,,,VERDADERO,48.0,spain,barcelona,2017-10-07
19604711,Lux. Apt. 2' walk from the beach. 3 bed. 130 m2,"Apartamento de 3 dormitorios (130 m2) es adecuado para 5 personas y un ni�o. Consta de una habitaci�n en suite con cama de matrimonio y ba�o privado completo, otra con 2 camas individuales y un tercer dormitorio con 1 cama individuales y una camita adicional m�s corta. Hay un segundo cuarto de ba�o completo. El apartamento est� dispuesto de suelo de m�rmol. Ubicado en una comunidad privada de lujo con piscina grande, con amplias zonas verdes. El alquiler incluye 2 plazas de garaje. Es un apartamento muy fresquito por las noches, sin duda perfecto para disfrutar de la costa brava. Gran zona comunitaria ajardinada con una gran piscina que cuenta con una parte practicable para ni�os, hamacas junto a las piscina, dos zonas de duchas etc. El apartamento se encuentra a dos minutos de la playa principal de S'Agaro, Sant Pol, playa familiar en la que se encuentra gran variedad de restaurantes y se pueden realizar infinidad de deportes acu�ticos. A 7 min se encuentra la cala de Sa Conca, una pl",80749963,Castell-Platja d'Aro,,Entire home/apt,5,2.0,3.0,4.0,"TV,Cable TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Elevator,Heating,Family/kid friendly,Washer,Dryer,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Private entrance,Hot water,Bed linens,Extra pillows and blankets",2400.0,7,1125,VERDADERO,0,0,0,0,1,2018-05-06,2018-05-06,,,,,,,,FALSO,34.0,spain,girona,2018-07-31
19871929,Apartamento en pleno centro de Chueca,"Se alquila habitaci�n en pleno centro de Chueca. Amplio apartamento, espacioso y luminoso sal�n y habitaci�n tranquila. Muy bien comunicado, l�neas de metro Chueca, Gran V�a y Alons Martinez. Ideal para poder disfrutar de la ciudad y de los restaurantes y bares de la zona.",63337726,Justicia,Centro,Private room,1,1.0,1.0,1.0,"TV,Wifi,Kitchen,Elevator,Heating,Washer,Essentials,Hangers,Private living room",400.0,14,31,VERDADERO,23,53,83,84,2,2017-08-26,2018-04-07,1000.0,100.0,100.0,,100.0,,,VERDADERO,13.0,spain,madrid,2018-12-10
19945550,Villa Cristina habitaci�n 3,"Habitaci�n doble con vistas al mar y montanya. El lugar es m�gico y maravilloso, tiene unas vistas espectaculares y se encuentra a 10 minutos a pie del centro de Platja d'Aro, donde se puede disfrutar del mejor ocio de la Costa Brava. Nuestro hotel es muy tranquilo e ideal para descansar. Muy cerca de las mejores calas y playas de la zona. Entre ellas Cala Bella Dona, Cap Roig, Cala del P�. Todas a 5 minutos a pie desde el hotel. Bar, Restaurante y BBQ Club de tenis y padel. Excelente trato del personal y el chef. Familiar y tranquilo. Caminando, coche, bicicleta o autob�s. El chef ofrece, un exquisito desayuno opcional  a los hu�spedes por 11� no incluidos en el precio de la habitaci�n.",114845656,Calonge,,Private room,2,1.0,1.0,2.0,"TV,Wifi,Air conditioning,Pool,Free parking on premises,Pets allowed,Breakfast,Heating,Family/kid friendly,Suitable for events,Essentials,Shampoo,Hangers,Laptop friendly workspace,Private living room,Private entrance,Hot water",950.0,3,3,VERDADERO,0,0,29,304,1,2017-08-04,2017-08-04,,,,,,,,VERDADERO,4.0,spain,girona,2019-09-30
20563774,Estudio precioso en el coraz�n de Lavapi�s,"Estudio independiente y muy luminoso en el coraz�n de Lavapi�s, el barrio m�s alternativo de Madrid. El estudio, de aproximadamente 35 m�,  tiene todo para dos personas: cama doble, cocina, ba�o, lavadora, aire acondicionado, internet. El precio incluye adem�s s�banas, toallas, caf� y mucho m�s! Esto no es un piso tur�stico, es la casa donde normalmente vivo, as� que podr�is consultar mis libros y aprovechar de la compa��a de mis plantas! Disponible desde el 22 septiembre hasta el 1 de octubre! Se trata de una buhardilla en la cuarta planta de un edificio muy bonito, una finca de principio del siglo XX. No estar� disponible durante la estancia de los hu�spedes, pero s� por tel�fono y tendr� unas personas de confianza para dejaros las llaves. Lavapi�s es uno de los barrios m�s atractivos de Madrid: es el barrio multicultural de la ciudad, donde todav�a los precios son accesibles y la atm�sfera informal, relajada y encantadora. El piso est� en una calle tranquila, pero bajando las calles",128843761,Embajadores,Centro,Entire home/apt,2,1.0,1.0,2.0,"Wifi,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove",500.0,2,1125,VERDADERO,0,0,0,0,1,2017-09-03,2017-09-03,1000.0,100.0,100.0,100.0,100.0,100.0,,FALSO,3.0,spain,madrid,2020-01-10
20578703,Club Villamar - Gomez,"Enjoy a wonderful time with friends or with the whole family in this beautiful 3-bedroom villa with private pool in Vidreres, near Lloret. Your holiday villa near Lloret de Mar This charming and authentic Spanish 3-bedroom villa has a private swimming pool and can accommodate up to 7 people. Villa Gomez is situated in a very quiet area and overlooks the beautiful green hills of Vidreres. Because of its ideal rural setting in a beautiful green wooded area, the villa offers complete privacy, making it the perfect choice for families or groups who want to relax and unwind. � Villa Gomez is a ground floor only villa with a lovely living room with fireplace, satellite TV, CD player and DVD player, and a fully equipped kitchen that has all modern conveniences. The villa also has 3 bedrooms and 2 bathrooms. The practical interior of the villa features warm colours and has a cosy warm ambiance. In addition, the villa has free Wi-Fi, a table tennis table and table football! � The villa also has",146108117,Vidreres,,Entire home/apt,7,3.0,3.0,4.0,"TV,Internet,Wifi,Pool,Kitchen,Free parking on premises,Pets allowed,Indoor fireplace,Heating,Family/kid friendly,Washer,Bathtub,Crib,Bed linens,Oven,Stove,Garden or backyard",1370.0,7,1125,VERDADERO,15,44,44,197,1,,,,,,,,,,VERDADERO,,spain,girona,2018-08-30
20765896,Habitacion con cama doble en duplex,Habitacion con cama doble en Duplex de madera  y balcon en Setcases,134700405,Setcases,,Private room,2,1.0,1.0,1.0,"Hair dryer, Essentials, Heating, TV, Free street parking, Kitchen, Hangers, Hot water, Private entrance, Washer]",510.0,2,1125,VERDADERO,17,35,62,337,1,2017-09-21,2017-09-21,800.0,,40.0,,,,,VERDADERO,3.0,spain,girona,2020-11-28
20893685,Casa entera barcelona,Apart est� en El Centro,21899342,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,4,1.0,1.0,2.0,Smoking allowed,1800.0,1,1125,VERDADERO,25,50,80,355,1,2017-10-21,2017-10-21,400.0,20.0,20.0,40.0,40.0,,,FALSO,34.0,spain,barcelona,2018-01-17
20978289,Llinars Cozy Flat,"ESPA�OL Habitaci�n doble en piso moderno y bonito. A 2 min del metro Bon Pastor, 5 min del metro Verneda. A 20 min del centro de Barcelona. Cerca de La Maquinista y de comercios. Somos 3 compa�eros de 23 y 29 a�os, gayfriendly, divertidos y alegres. ENGLISH Double room in modern and nice flat. 2 min from metro Bon Pastor, 5 min from metro Verneda. 20 min from the center of Barcelona. Nearby La Maquinista and shops. We are 3 mates of 23 and 29, gayfriendly, funny and cheerful.",101375486,el Bon Pastor,Sant Andreu,Private room,2,1.0,1.0,1.0,"TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Safety card,Essentials,Hangers,Hair dryer,Host greets you",280.0,1,7,VERDADERO,22,33,63,63,1,2017-09-21,2017-09-21,,,,,,,,VERDADERO,56.0,spain,barcelona,2017-11-13
21360339,Single room luminous Sagrada Familia WIFI new Flat,"It is a flat SHING 80m2 in Sagrada Familia, quiet street, parquet, all ext, rent 1 room. indiv. With single bed, bedside table, wardrobes bed linen and towels, there are 2 elevators in the building, it has a very bright and spacious dining room, balcony with rest area, equipped kitchen, bathroom with shower. It is a single room, comfortable, sunny, with wardrobe, quilt, sheets, bedside table and night light. The apartment is fully equipped with everything to cook. You have a bathroom with shower to share with me and a large dining room you can also use the ideal terrace to relax. Without forgetting the equipped kitchen, with everything you need to cook ... I will be available whenever you wish and also when you want peace of mind. It is a very nice neighborhood with pedestrian zones to 7 m of Sagrada Familia and a10 m from Las Glorias shopping center. It is all very close, the Sagrada Familia monuments to 8minutes Hospital Sant Pau 10min and the Glorias Torre Agbar 10min. You can walk",742649,el Camp de l'Arpa del Clot,Sant Mart�,Private room,1,1.0,1.0,1.0,"TV,Wifi,Air conditioning,Kitchen,Elevator,Free street parking,Heating,Washer,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Private living room,Bathtub,Baby bath,Changing table,High chair,Fireplace guards,Children�s dinnerware,Hot water,Bed linens,Extra pillows and blankets,Pocket wifi,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed,Host greets you",190.0,2,30,VERDADERO,0,0,0,190,1,,,,,,,,,,VERDADERO,,spain,barcelona,2018-07-10
21656494,Little space in Madrid,Hi there! <br />The house is located in Fuencarral underground station which is approximately 20 minutes away from the center of Madrid.,124281462,Valverde,Fuencarral - El Pardo,Private room,1,1.0,1.0,1.0,"Luggage dropoff allowed, Refrigerator, Heating, Wifi, Cooking basics, Breakfast, Microwave, Long term stays allowed, Free parking on premises, Essentials, Stove, Kitchen, Hair dryer, Hangers, Oven, Washer, Shampoo, Coffee maker, Air conditioning, Fire extinguisher, Dishwasher, Dedicated workspace, Iron]",100.0,1,1125,VERDADERO,0,0,0,0,1,2017-11-08,2017-11-08,,,,,,,,FALSO,3.0,spain,madrid,2021-01-12
21912770,Piso low cost Sagrada Familia,"�Quieres pasar una estancia agradable en Barcelona?. Te esperamos!!! El piso est� situado delante de la Sagrada Familia con el metro y el autobus a menos de 100 metros. A 20min. caminando del centro de Barcelona.Piso reci�n renovado. Ofrecemos WiFi, lavabo, lavadora, cocina, champ�, toallas...No est� permitido fumar en el piso ni traer mascotas. Pedimos un m�nimo de 2 noches de estancia.<br /><br /><b>The space</b><br />Reci�n reformado.<br /><br /><b>Guest access</b><br />Comedor, cocina y ba�o.<br /><br /><b>Other things to note</b><br />Recibir�s un amable trato y acogida.",159879161,la Sagrada Fam�lia,Eixample,Private room,2,1.0,2.0,1.0,"Iron, Heating, Essentials, Wifi, Kitchen, Shampoo, Air conditioning, Hair dryer, Elevator, TV, First aid kit, Hangers, Washer]",280.0,2,5,VERDADERO,0,0,0,0,1,2018-05-31,2018-05-31,,,,,,,,VERDADERO,3.0,spain,barcelona,2020-11-06
22030284,Habitacion en alquiler,"SOLO CHICAS!! Es un apatamento muy calido, con supermercados, restaurantes, bares, tiendas de moda y sitios turisticos cerca.",160876083,Concepci�n,Ciudad Lineal,Private room,1,1.0,1.0,1.0,"Shampoo, Iron, Kitchen, Hangers, Elevator, Heating, Air conditioning, Wifi, Essentials, Washer, Laptop-friendly workspace, Hair dryer, First aid kit]",180.0,1,30,VERDADERO,0,0,0,0,1,2017-12-01,2017-12-01,,,,,,,,FALSO,3.0,spain,madrid,2020-11-06
22196835,Modern Barceloneta beach flat,"Perfect 34 sqm apartment 5 minutes walk to the famous Barceloneta beach, metro, market and a short walk to everything in the City Center/Old Town. Tastefully renovated, bright and elegant apartment in a historic building. We do our best to make your stay pleasant and comfortable. The apartment is always cleaned before your arrival, and everything is fixed and prepared for your stay. Nevertheless, we do not provide typical hotel services such as breakfast, room service, pick up at the airport service etc. Also please do not expect basic supplies such as coffee, sugar, salt and oil and to be provided. However, you will find a couple of rolls of toilet paper, all cutlery and crockery, a coffee maker, a microwave, bed linen and towels. Gastos de agua y electricidad no est�n incluidos/Electricity and water bills are not included. Check-in fees:  After 20:00 (8 pm) extra late arrival charge is 30 EUR After 00:00 (12 am) extra late arrival charge is 50 EUR Holidays and Sundays arrival extra c",161380107,la Barceloneta,Ciutat Vella,Entire home/apt,2,1.0,1.0,2.0,"TV,Wifi,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,Hot water,Bed linens,Long term stays allowed,Host greets you",420.0,31,1125,VERDADERO,0,0,0,131,1,2020-02-07,2020-02-07,,,,,,,,VERDADERO,32.0,spain,barcelona,2020-05-11
22862857,Puerta de Jerez Atico Terraza wifi junto Catedral,"Atico con terraza junto a la Catedral Edificio de 1910 rehabilitado y reformado en 2007 En la mejor zona de Sevilla en el barrio de Santa Cruz Tiene una gran terraza con vistas a la Catedral, jardines y avenida de la Contitucion Recien decorado y amueblado en 2017. Aire acondicionado frio-calor. Salon amplio con sofas, butacas, estanteria-libreria. Muy luminoso. Totalmente silencioso. Edificio con ascensor. Dormitorio con dos camas individulales, Ba�o completo Esta en el mejor barrio de Sevilla. Todos los monumentos, lugares de interes, restaurantes, bares de tapas, rio, etc",2901559,Santa Cruz,Casco Antiguo,Entire home/apt,2,1.0,1.0,2.0,"TV,Wifi,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance",940.0,2,1125,VERDADERO,9,32,62,150,1,2018-02-10,2018-02-10,,,,,,,,VERDADERO,13.0,spain,sevilla,2018-09-22
23069597,Appartement vue sur mer,"Appartement vue sur mer   Adresse: Passeig de Torre Valentina.1    24 Tahuna Nui    App.8   � SAINT ANTONI DE CALONGE  Apt-HUTG (Phone number hidden by Airbnb)  Pour un total de 2 chambres , 3 lits et cuisine �quip�e, cet appartement en bord de mer et con�u pour 4 personnes est fait pour vous . Son grand balcon et son chauffage vous permettrons de l'appr�cier en toute saison , ainsi que son parking priv�e et toutes les commodit�s aux alentours ,tout est pr�t pour que votre s�jour soit le plus agr�able . Appartement au premier �tage avec vue imprenable sur la plage tr�s agr�able et fonctionnel , sa cuisine ouverte sur le s�jour avec vue sur la mer, machine � laver , deux chambres dont 1 avec des lits jumeaux et la seconde un lit pour deux personnes avec le soleil qui vous illumine d�s le petit matin , salle d'eau, grande terrasse avec plancha � disposition, une place de parking priv� situ� dans l'enceinte de la r�sidence . Toutes les commodit�s sont � proximit�s � pied ,� v�lo, en rolle",170722795,Calonge,,Entire home/apt,4,1.0,2.0,3.0,"TV,Kitchen,Free parking on premises,Heating,Family/kid friendly,Washer,Hangers,Private entrance",650.0,4,30,VERDADERO,26,56,56,282,3,2018-02-08,2018-02-08,,,,,,,,VERDADERO,123.0,spain,girona,2018-04-21
23340047,Villa Blue,"This cozy 4 bedroom villa is located in the exclusive area of Bah�a de Alcudia, at the beginning of Playas de Muro, and a few steps away from it, as well as restaurants and shops. It has a wonderful garden with a pool where you can enjoy the wonderful climate of the island. Located also a few meters from the lake of Alc�dia. In its surroundings we can find all kinds of services: bars, restaurants, shops, gas station, hospital ... Divided into two levels, the ground floor consists of a cozy living room with satellite TV and Nintendo Wii, a double room with double bed, a fully equipped kitchen and a bathroom. A staircase leads to the first floor which consists of: a double bedroom with a full bathroom en suite, 2 double bedrooms and a second bathroom. Outside you can enjoy our comfortable barbecue, its large garden and a lovely private pool, make it ideal for anyone looking for a quiet holiday. It has its own parking. The ECOTASA is not included in the price and will be paid at the entra",173216046,Alc�dia,,Entire home/apt,8,3.0,4.0,5.0,"TV,Internet,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Free street parking,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,High chair,Crib,Hot water,Host greets you",2400.0,4,1125,VERDADERO,2,12,42,75,1,2019-01-12,2019-01-12,,,,,,,,FALSO,13.0,spain,mallorca,2019-08-31
23346158,Habitaci�n Doble en Sagrada Familia,"Alquilo una habitaci�n grande, con cama matrimonial, muy luminosa en un piso muy c�modo. A 100m de la estaci�n Sagrada Familia  L5 del metro y de La Sagrada Familia. La habitaci�n tiene la entrada por el sal�n as� que esta alejada de las dem�s habitaciones. Puedes usar libremente todos los espacios de la casa. La habitaci�n esta en un piso super lindo, espacioso, soleado y tranquilo. Tenemos La Sagrada Familia a 100m (en la esquina y la estaci�n del metro por igual), la habitaci�n tiene la entrada por el sal�n as� que esta alejada de las dem�s habitaciones. Tiene acceso al sal�n, balc�n, cocina y ba�o. El barrio esta lleno de restaurantes riqu�simos, (especialmente de paella) hay dos parques muy cerca, es c�ntrico as� que tambi�n pueden ir caminando a muchos lugares, lo que recomiendo porque es bonito caminar aqu�.",173931112,la Sagrada Fam�lia,Eixample,Private room,2,2.0,1.0,1.0,"Wifi,Kitchen,Elevator,Heating,Essentials,Lock on bedroom door,Hangers,Private living room",250.0,2,1125,VERDADERO,0,0,0,0,7,2018-02-25,2018-03-09,,,,,,,,VERDADERO,73.0,spain,barcelona,2018-12-10
23387130,Habitaci�n en piso compartido en Barcelona.,"Habitaci�n privada doble disponible, terraza con barbacoa, y zonas comunes   Confortables en el piso. El precio es por persona y noche. Sal�n-comedor, terraza, ba�o. Cualquier duda pueden comunicarse conmigo al tel�fono o correo electr�nico. La Iglesia de la Sagrada Familia",174302011,el Camp de l'Arpa del Clot,Sant Mart�,Private room,2,1.0,1.0,1.0,"TV,Wifi,Paid parking off premises,Smoking allowed,Heating,Essentials,Laptop friendly workspace,Hot water,Bed linens,Extra pillows and blankets,Pocket wifi,Microwave,Refrigerator,Dishes and silverware,BBQ grill,Patio or balcony,Long term stays allowed,Host greets you",390.0,2,1125,VERDADERO,30,60,90,114,1,2018-05-22,2018-05-22,,,,,,,,FALSO,6.0,spain,barcelona,2018-07-10
23508807,A peace refugio surronded by nature and quietness,"Our new villa belongs to the Agroturismo/ Finca  Hotel Son Palou. Finca Hotel Son Palou is a small hotel of 15 rooms/Suite situated in Orient.  On 2018 we have converted a old building in small luxus villa with two bedrooms and two bathrooms en Suite. The villa provides a full kitchen, living room ,  private pool of 40 square meters,  terrace to enjoy the nature and a spectacular view to the Orient�s valley.  Our finca-hotel has been awarded several time with Tripadvisor awards. The villa is ideal for couple or family who want to be totally surrondend by the nature and calm. Imagine to have a house in the middle of the mountain with only sounds of  sheep�s bells and birds. Thats our place.  On the other hand the villa is situated 800 meter from the finca Hotel Son Palou. You could walk or drive from the villa to the Hotel.   You have all the service of a 4 star hotel with a distance of 15 minutes walking or 5 minutes by car. Our clients can enjoy walking in our state of 100ha and of co",175582987,Bunyola,,Entire home/apt,4,2.0,2.0,2.0,"TV,Wifi,Air conditioning,Pool,Kitchen,Free parking on premises,Breakfast,Heating,Family/kid friendly,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Garden or backyard,Luggage dropoff allowed,Long term stays allowed,Step-free access,Accessible-height bed,Step-free access",2850.0,3,19,VERDADERO,0,20,50,233,1,2018-05-14,2018-05-14,,,,,,,,FALSO,39.0,spain,mallorca,2018-07-29
23576111,Habitaci�n �tico con terraza en Ruzafa / Centro,"La habitaci�n  est� equipada con una cama doble, una calefacci�n, un escritorio, s�banas limpias, toallas. La habitaci�n tambi�n tiene una c�moda y un armario independiente para guardar cosas.<br />La habitaci�n tiene sus propias llaves. Se puede usar todo lo que veis en las fotos.<br />Soy estudiante de master no tengo clases estas fechas y pongo a disposici�n la mejor habitaci�n del �tico.<br />Se puede acceder a la terraza. Si ten�is la suerte de venir por Fallas es una excelente oportunidad tambi�n.<br /><br /><b>The space</b><br />Tendr�is vuestras propias llaves de la entrada del edificio, del piso y de vuestra habitaci�n.<br /><br /><b>Guest access</b><br />Acceso a cocina, equipamientos para cocinar, lavadora, servicios, terraza...<br /><br /><b>Other things to note</b><br />Desde la habitaci�n hay acceso a la terraza, es el gran atractivo de la habitaci�n. Aparte de la construcci�n del �tico (bigas de madera...etc)",30698736,LA ROQUETA,EXTRAMURS,Private room,2,1.0,1.0,1.0,"Essentials, Washer, Heating, Dedicated workspace, Private entrance, Shampoo, Kitchen, Elevator, Wifi, Hangers]",3000.0,2,9,VERDADERO,30,60,90,365,1,2018-03-11,2018-03-11,,,,,,,,VERDADERO,3.0,spain,valencia,2021-02-20
23587509,Finca Cifre,"6-room house 240 m� on 2 levels. Additional service charges may have to be paid locally on-site, see house rules and house manual for details. Please don't hesitate to contact us should you have any questions. Thank you. Rustic and cosy furnishings: dining room 40 m� with open-hearth fireplace, TV, flat screen, hi-fi system, DVD and wood-burning stove. Exit to the garden. 1 room with 2 beds (90 cm, length 190 cm), bath/bidet/WC and fan. Kitchen (5 hot plates, oven, dishwasher, microwave) with dining table. Bath/bidet/WC. Oil heating. Upper floor: 1 room with 1 french bed (150 cm, length 190 cm), fan. Exit to the balcony. 1 room with 1 french bed (150 cm, length 190 cm), fan. Exit to the terrace. 1 room with 2 beds (90 cm, length 190 cm), bath/bidet/WC. Exit to the balcony. 1 room with 2 beds (90 cm, length 190 cm), bath/bidet/WC and fan. Exit to the terrace. Bath/bidet/WC. Balcony 20 m�, terrace 100 m�. Terrace furniture, barbecue, deck chairs (10). View of the mountains and the countr",123400600,Alc�dia,,Entire home/apt,10,5.0,5.0,8.0,"TV,Wifi,Pool,Kitchen,Smoking allowed,Indoor fireplace,Family/kid friendly,Washer,Essentials,Hangers,Laptop friendly workspace,Private living room,Private entrance,Crib,Microwave,Dishwasher,Oven,BBQ grill,Patio or balcony",2520.0,1,28,VERDADERO,7,19,24,197,1,2019-06-23,2019-06-23,,,,,,,,VERDADERO,43.0,spain,mallorca,2019-08-31
